122.161.0.0/16,"AIRTELBROADBAND-AS-AP Bharti Airtel Ltd., Telemedia Services",IN
122.162.216.0/22,"AIRTELBROADBAND-AS-AP Bharti Airtel Ltd., Telemedia Services",IN
122.168.12.0/22,"AIRTELBROADBAND-AS-AP Bharti Airtel Ltd., Telemedia Services",IN
122.173.0.0/16,"AIRTELBROADBAND-AS-AP Bharti Airtel Ltd., Telemedia Services",IN
122.174.0.0/16,"AIRTELBROADBAND-AS-AP Bharti Airtel Ltd., Telemedia Services",IN
122.174.160.0/19,"AIRTELBROADBAND-AS-AP Bharti Airtel Ltd., Telemedia Services",IN
122.176.176.0/20,"AIRTELBROADBAND-AS-AP Bharti Airtel Ltd., Telemedia Services",IN
122.177.64.0/20,"AIRTELBROADBAND-AS-AP Bharti Airtel Ltd., Telemedia Services",IN
122.178.158.0/24,"AIRTELBROADBAND-AS-AP Bharti Airtel Ltd., Telemedia Services",IN
122.183.216.0/21,"TELEMEDIA-SMB-AS-AP Bharti Airtel Ltd., TELEMEDIA Services, for SMB customers",IN
122.201.128.0/17,"SAVECOM-TW SaveCom Internation Inc.",TW
122.224.0.0/12,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
122.228.92.0/23,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
122.254.111.0/24,"BOLDSOFT-AS-MN-AP Boldsoft Co., Ltd",MN
122.3.160.0/19,"IPG-AS-AP Philippine Long Distance Telephone Company",PH
122.53.96.0/19,"IPG-AS-AP Philippine Long Distance Telephone Company",PH
122.61.32.0/20,"SPARKNZ Spark New Zealand Trading Ltd.",NZ
122.96.0.0/15,"CHINA169-BACKBONE CNCGROUP China169 Backbone",CN
123.125.0.0/16,"CHINA169-BJ CNCGROUP IP network China169 Beijing Province Network",CN
123.125.64.0/18,"CHINA169-BJ CNCGROUP IP network China169 Beijing Province Network",CN
123.125.71.0/24,"CHINA169-BJ CNCGROUP IP network China169 Beijing Province Network",CN
123.126.64.0/18,"CHINA169-BJ CNCGROUP IP network China169 Beijing Province Network",CN
123.17.0.0/16,"VNPT-AS-VN VNPT Corp",VN
123.18.128.0/19,"VNPT-AS-VN VNPT Corp",VN
123.193.64.0/20,"TFN-TW Taiwan Fixed Network, Telco and Network Service Provider.",TW
123.2.224.0/20,"M2TELECOMMUNICATIONS-AU M2 Telecommunications Group Ltd",AU
123.202.0.0/15,"HKBN-AS-AP Hong Kong Broadband Network Ltd.",HK
123.202.128.0/18,"HKBN-AS-AP Hong Kong Broadband Network Ltd.",HK
123.243.152.0/24,"TPG-INTERNET-AP TPG Telecom Limited",AU
123.25.0.0/19,"VNPT-AS-VN VNPT Corp",VN
123.252.239.0/24,"HTIL-TTML-IN-AP Tata Teleservices Maharashtra Ltd",IN
123.254.104.0/21,"PANGNET-AS-AP Pang International Limited-AS number",HK
123.28.0.0/16,"VNPT-AS-VN VNPT Corp",VN
123.30.128.0/18,"VNPT-AS-VN Vietnam Posts and Telecommunications (VNPT)",VN
123.30.128.0/20,"VNPT-AS-VN Vietnam Posts and Telecommunications (VNPT)",VN
123.30.168.0/23,"VNPT-AS-VN Vietnam Posts and Telecommunications (VNPT)",VN
123.30.184.0/21,"VNPT-AS-VN Vietnam Posts and Telecommunications (VNPT)",VN
123.52.0.0/14,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
123.57.0.0/16,"CNNIC-ALIBABA-CN-NET-AP Hangzhou Alibaba Advertising Co.,Ltd.",CN
124.104.96.0/19,"IPG-AS-AP Philippine Long Distance Telephone Company",PH
124.122.128.0/18,"TRUE-AS-AP True Internet Co.,Ltd.",TH
124.126.0.0/15,"CNIX-AP China Networks Inter-Exchange",CN
124.171.176.0/20,"INTERNODE-AS Internode Pty Ltd",AU
124.176.0.0/12,"ASN-TELSTRA Telstra Pty Ltd",AU
124.195.112.0/20,"INDOSAT-INP-AP INDOSAT Internet Network Provider",ID
124.200.192.0/18,"DXTNET Beijing Dian-Xin-Tong Network Technologies Co., Ltd.",CN
124.205.128.0/17,"CHINA169-GZ China Unicom IP network China169 Guangdong province",CN
124.206.0.0/16,"DXTNET Beijing Dian-Xin-Tong Network Technologies Co., Ltd.",CN
124.253.208.0/20,"QTLTELECOM-AS-AP Quadrant Televentures Limited",IN
124.32.0.0/13,"UCOM UCOM Corp.",JP
124.81.224.0/20,"INDOSATM2-ID INDOSATM2 ASN",ID
125.224.0.0/13,"HINET Data Communication Business Group",TW
125.227.0.0/16,"HINET Data Communication Business Group",TW
125.24.50.0/24,"TOT-NET TOT Public Company Limited",TH
125.24.96.0/19,"TOTNET-TH-AS-AP TOT Public Company Limited",TH
125.26.128.0/18,"TOT-NET TOT Public Company Limited",TH
125.64.0.0/13,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
128.197.0.0/16,"BOSTONU-AS - Boston University",US
128.199.128.0/18,NO_N,ZZ
128.199.192.0/18,NO_N,ZZ
128.206.0.0/16,"UNIVERSITY-OF-MISSOURI---COLUMBIA - University of Missouri-Columbia",US
128.240.0.0/16,"JANET Jisc Services Limited",GB
128.73.147.0/24,"CORBINA-AS OJSC _Vimpelcom_",RU
128.97.0.0/16,"UCLA - University of California, Los Angeles",US
129.10.0.0/16,"NORTHEASTERN-GW-AS - Northeastern University",US
129.121.176.0/20,"NEXCESS-NET - NEXCESS.NET L.L.C.",US
129.206.0.0/16,"BELWUE Universitaet Stuttgart",EU
129.93.0.0/16,"UNL-AS - University of Nebraska-Lincoln",US
130.15.0.0/16,"QUEENSU-KINGSTON - Queen_s University",CA
130.180.0.0/17,"LGI-UPC Liberty Global Operations B.V.",AT
131.0.228.0/22,"AZIS INTERNET - Dms Telecomunicações Ltda.",BR
131.0.251.0/24,"LagosNet Internet Banda Larga Ltda",BR
131.0.48.0/22,"VILAVNET SOLUCOES EM INFORMATICA LTDA-ME",BR
131.100.65.0/24,"CORPICO LTDA",AR
131.108.124.0/22,"MTV TELECOM LTDA - ME",BR
131.161.25.0/24,NO_N,ZZ
131.161.35.0/24,NO_N,ZZ
131.221.136.0/24,NO_N,ZZ
131.228.16.0/22,"AS6453 - TATA COMMUNICATIONS (AMERICA) INC",US
132.255.212.0/22,NO_N,ZZ
134.0.8.0/21,NO_N,ZZ
134.119.10.0/24,"DOMAINFACTORY domainfactory GmbH",DE
134.19.176.0/20,"GLOBALLAYER Global Layer B.V.",NL
134.213.0.0/16,"Rackspace Ltd.",GB
134.249.0.0/16,"KSNET-AS _Kyivstar_ PJSC",UA
134.249.0.0/18,"KSNET-AS _Kyivstar_ PJSC",UA
134.249.128.0/17,"KSNET-AS _Kyivstar_ PJSC",UA
134.255.160.0/20,NO_N,ZZ
134.255.168.0/22,NO_N,ZZ
134.255.172.0/22,NO_N,ZZ
134.255.216.0/21,NO_N,ZZ
136.0.16.0/20,"EGIHOSTING - EGIHosting",US
136.243.0.0/16,"HETZNER-AS Hetzner Online GmbH",DE
137.110.0.0/16,"UCSD - University of California at San Diego",US
138.117.24.0/22,NO_N,ZZ
138.118.100.0/22,"Linenet Suprimentos para Informatica LTDA-ME",BR
138.128.0.0/17,"SERVER-MANIA - B2 Net Solutions Inc.",US
138.185.74.0/24,NO_N,ZZ
138.186.43.0/24,NO_N,ZZ
138.236.0.0/16,"GAC - Gustavus Adolphus College",US
138.36.228.0/22,NO_N,ZZ
138.36.70.0/23,"CARANGOLA TELECOMUNICACOES LTDA-EPP",BR
138.75.128.0/17,,
138.97.112.0/22,NO_N,ZZ
139.228.224.0/19,"FASTNET-AS-ID Linknet-Fastnet ASN",ID
14.1.128.0/17,"YTLCOMMS-AS-AP YTL COMMUNICATIONS SDN BHD",MY
14.139.172.160/28,"NKN-CORE-NW NKN Core Network",IN
14.144.0.0/12,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
14.165.32.0/19,"VNPT-AS-VN VNPT Corp",VN
14.208.0.0/12,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
14.3.0.0/16,"ASAHI-NET Asahi Net",JP
14.32.0.0/11,"KIXS-AS-KR Korea Telecom",KR
14.99.48.0/20,"TATAINDICOM-IN TATA TELESERVICES LTD - TATA INDICOM - CDMA DIVISION",IN
140.247.0.0/16,"HARVARD-UNIV - Harvard University",US
141.0.160.0/21,"MELBOURNE-AS Melbourne Server Hosting Ltd.",GB
141.101.132.0/24,NO_N,ZZ
141.101.201.0/24,NO_N,ZZ
141.101.64.0/24,"CLOUDFLARENET - CloudFlare, Inc.",US
141.105.32.0/20,"BAIKALTRANSTELECOM Closed Joint Stock Company TransTeleCom",RU
141.138.192.0/20,"XL-AS XL Internet Services B.V.",NL
141.8.128.0/18,"YANDEX Yandex LLC",RU
141.8.192.0/21,"SPRINTHOST SPRINTHOST.RU LLC",RU
142.4.0.0/19,"UNIFIEDLAYER-AS-1 - Unified Layer",US
142.4.192.0/19,"OVH OVH SAS",FR
142.4.32.0/19,"WEBNX - WebNX, Inc.",US
142.54.160.0/19,"DATASHACK - DataShack, LC",US
142.54.224.0/20,"ZEROLAG - Zerolag Communications, Inc.",US
143.176.0.0/14,"VERSATEL Tele 2 Nederland B.V.",NL
144.136.0.0/14,"ASN-TELSTRA Telstra Pty Ltd",AU
144.76.0.0/16,"HETZNER-AS Hetzner Online GmbH",DE
145.132.0.0/15,"KPN KPN Internet Solutions",EU
145.255.160.0/19,"KAZTELECOM-AS JSC Kazakhtelecom",KZ
146.0.32.0/20,"MYLOC-AS myLoc managed IT AG",DE
146.0.72.0/21,"HOSTKEY-AS HOSTKEY B.V.",NL
146.0.72.0/24,"HOSTKEY-AS HOSTKEY B.V.",NL
146.148.0.0/17,"GOOGLE - Google Inc.",US
146.155.208.0/21,"Pontificia Universidad Catolica de Chile",CL
146.185.128.0/19,NO_N,ZZ
146.185.16.0/20,"HSI-EUROPE Hosting Services Inc",EU
146.185.200.0/24,NO_N,ZZ
146.185.201.0/24,NO_N,ZZ
146.185.202.0/24,NO_N,ZZ
146.185.203.0/24,NO_N,ZZ
146.185.204.0/24,NO_N,ZZ
146.185.205.0/24,NO_N,ZZ
146.185.206.0/24,NO_N,ZZ
146.185.239.0/24,"ROOT root SA",LU
146.255.0.0/16,"OBSL-AS TalkTalk Communications Limited",GB
146.255.100.0/22,"ASGIGAS GIGAS HOSTING S.L.",ES
146.255.104.0/21,"BCL-AS Boundless Communications Limited",GB
146.88.36.0/23,NO_N,ZZ
147.194.0.0/19,"COMWAVE-BGP-01 - Comwave Telecom Inc.",CA
147.30.200.0/22,"KAZTELECOM-AS JSC Kazakhtelecom",KZ
147.94.0.0/16,"FR-RENATER Reseau National de telecommunications pour la Technologie",FR
148.251.0.0/16,"HETZNER-AS Hetzner Online GmbH",DE
148.66.74.0/24,"VINI-PF-AP VINI SAS",PF
148.66.79.0/24,"VINI-PF-AP VINI SAS",PF
149.202.0.0/16,"OVH OVH SAS",FR
149.210.128.0/17,"TRANSIP-AS TransIP B.V.",NL
149.210.165.0/24,"TRANSIP-AS TransIP B.V.",NL
149.210.204.0/24,"TRANSIP-AS TransIP B.V.",NL
149.255.56.0/21,"AWARESOFT Awareness Software Limited",GB
149.3.144.0/21,"COLTENGINE COLT Engine S.r.l.",IT
150.100.0.0/16,"SINET-AS Research Organization of Information and Systems, National Institute of Informatics",JP
150.129.149.0/24,"GTPL-AS-AP Gujarat Telelik Pvt Ltd",IN
150.242.218.0/23,"CITICTEL-CPC-AS4058 CITIC Telecom International CPC Limited",HK
150.26.0.0/15,"MAFFIN Ministry of Agriculture, Forestry and Fisheries Research Network",JP
150.28.0.0/14,"K-OPTICOM K-Opticom Corporation",JP
150.32.0.0/11,"SHUDO-U Hiroshima Shudo University",JP
150.60.0.0/16,"CPI-NET KDDI Web Communications Inc.",JP
150.64.0.0/11,"OCN NTT Communications Corporation",JP
150.70.176.0/20,"AS2-TRENDMICRO-COM - TREND MICRO INCORPORATED",US
150.96.0.0/14,"KDDI KDDI CORPORATION",JP
151.0.32.0/21,"EDN-AS Online Technologies LTD",UA
151.1.0.0/16,"ASN-ITNET ITnet S.r.l.",IT
151.1.128.0/18,"ASN-ITNET ITnet S.r.l.",IT
151.16.0.0/16,"ASN-WIND Wind Telecomunicazioni SpA",EU
151.20.0.0/16,"ASN-WIND Wind Telecomunicazioni SpA",EU
151.213.0.0/16,"WINDSTREAM - Windstream Communications Inc",US
151.224.0.0/13,"BSKYB-BROADBAND-AS Sky UK Limited",GB
151.236.14.0/24,"NFORCE NFOrce Entertainment BV",NL
151.236.15.0/24,"VELIANET-AS velia.net Internetdienste GmbH",DE
151.236.224.0/20,"O2-CZECH-REPUBLIC O2 Czech Republic, a.s.",CZ
151.236.32.0/19,"SIMPLYTRANSIT Simply Transit Ltd",GB
151.236.42.128/26,"SIMPLYTRANSIT Simply Transit Ltd",GB
151.237.186.0/24,"AS57858 Inter Connects Inc",EE
151.237.62.0/24,"IPACCT-AS IPACCT Ltd.",BG
151.249.128.0/18,"ALFATELECOM ALFA TELECOM s.r.o.",CZ
151.29.0.0/16,"ASN-WIND Wind Telecomunicazioni SpA",EU
151.34.0.0/16,"ASN-WIND Wind Telecomunicazioni SpA",EU
151.42.0.0/16,"ASN-WIND Wind Telecomunicazioni SpA",EU
151.51.0.0/16,"ASN-WIND Wind Telecomunicazioni SpA",EU
151.62.0.0/16,"ASN-WIND Wind Telecomunicazioni SpA",EU
151.72.0.0/16,"ASN-WIND Wind Telecomunicazioni SpA",EU
151.80.0.0/16,"OVH OVH SAS",FR
152.236.192.0/19,"Telemar Norte Leste S.A.",BR
152.236.32.0/19,"Telemar Norte Leste S.A.",BR
152.238.32.0/19,"Telemar Norte Leste S.A.",BR
152.240.0.0/12,"TELEFÔNICA BRASIL S.A",BR
152.248.0.0/16,"TELEFÔNICA BRASIL S.A",BR
152.250.0.0/16,"TELEFÔNICA BRASIL S.A",BR
152.33.0.0/16,"ELONU-AS - Elon University",US
153.128.0.0/11,"OCN NTT Communications Corporation",JP
154.68.4.0/24,CITelecom-AS,CI
154.68.5.0/24,CITelecom-AS,CI
154.73.48.0/23,SA-1TEL,SC
154.73.64.0/22,NO_N,ZZ
155.94.240.0/20,"ASN-QUADRANET-GLOBAL - QuadraNet, Inc",US
155.94.64.0/18,"NODESDIRECT - Nodes Direct",US
156.54.0.0/16,"ASN-IDC Telecom Italia S.p.A.",IT
157.238.0.0/16,"NTT-COMMUNICATIONS-2914 - NTT America, Inc.",US
157.54.0.0/15,"MICROSOFT-CORP-AS - Microsoft Corporation",US
157.55.0.0/16,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation",US
157.56.0.0/14,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation",US
157.60.0.0/16,"MICROSOFT-CORP-AS - Microsoft Corporation",US
157.7.128.0/17,"INTERQ GMO Internet,Inc",JP
158.181.128.0/17,"AS-MEGALINE-KG Mega-Line Ltd.",KG
158.199.128.0/17,"CPI-NET KDDI Web Communications Inc.",JP
158.222.0.0/20,"AS-63119 - netirons",US
158.255.0.0/24,"NCONNECT-AS Mir Telematiki Ltd.",RU
158.255.7.0/24,"NCONNECT-AS Mir Telematiki Ltd.",RU
158.36.0.0/14,"UNINETT UNINETT, The Norwegian University & Research Network",NO
158.69.0.0/16,"OVH OVH SAS",FR
158.85.0.0/16,"SOFTLAYER - SoftLayer Technologies Inc.",US
159.100.216.0/21,"CYBER-INNOVATION-LABS - Cyber Innovation Labs, LLC",US
159.122.192.0/18,"SOFTLAYER - SoftLayer Technologies Inc.",US
159.20.160.0/21,"ARIASPA ARIA S.P.A.",IT
159.20.232.0/21,"ARIASPA ARIA S.P.A.",IT
159.203.64.0/20,NO_N,ZZ
159.203.80.0/20,NO_N,ZZ
159.220.28.0/22,"BETA-SYSTEMS - Beta Systems",US
159.224.69.0/24,"BANKINFORM-AS CONTENT DELIVERY NETWORK LTD",UA
159.224.78.0/23,"BANKINFORM-AS CONTENT DELIVERY NETWORK LTD",UA
159.226.170.0/23,"CSTNET-AS-AP Computer Network Information Center",CN
159.253.128.0/19,"SOFTLAYER - SoftLayer Technologies Inc.",US
159.253.162.0/23,"HWNG Eweka Internet Services B.V.",NL
159.253.36.0/24,"NETINTERNET Netinternet Bilgisayar ve Telekomunikasyon San. ve Tic. Ltd. Sti.",TR
159.253.38.0/24,"NETINTERNET Netinternet Bilgisayar ve Telekomunikasyon San. ve Tic. Ltd. Sti.",TR
159.253.42.0/24,"NETINTERNET Netinternet Bilgisayar ve Telekomunikasyon San. ve Tic. Ltd. Sti.",TR
159.253.43.0/24,"NETINTERNET Netinternet Bilgisayar ve Telekomunikasyon San. ve Tic. Ltd. Sti.",TR
160.3.48.0/20,"CABLEONE - CABLE ONE, INC.",US
161.202.64.0/18,"SOFTLAYER - SoftLayer Technologies Inc.",US
161.242.0.0/16,"ASN-BAUSCH-LOMB - Bausch & Lomb",US
162.119.128.0/19,"KAISER-NCAL - Kaiser Foundation Health Plan",US
162.144.0.0/16,"UNIFIEDLAYER-AS-1 - Unified Layer",US
162.192.0.0/12,"ATT-INTERNET4 - AT&T Services, Inc.",US
162.209.64.0/20,"RMH-14 - Rackspace Hosting",US
162.209.96.0/19,"RACKSPACE - Rackspace Hosting",US
162.210.192.0/21,"LEASEWEB-US - Leaseweb USA, Inc.",US
162.216.44.0/22,"TOTAL-SERVER-SOLUTIONS - Total Server Solutions L.L.C.",US
162.219.24.0/21,"IMMEDION - Immedion, LLC",US
162.221.184.0/21,"DIMENOC - HostDime.com, Inc.",US
162.224.0.0/12,"ATT-INTERNET4 - AT&T Services, Inc.",US
162.242.128.0/19,"RMH-14 - Rackspace Hosting",US
162.243.0.0/16,"DIGITALOCEAN-ASN-NY2 - Digital Ocean, Inc.",US
162.243.0.0/17,"DIGITALOCEAN-ASN-NY2 - Digital Ocean, Inc.",US
162.243.192.0/18,"DIGITALOCEAN-ASN-NY2 - Digital Ocean, Inc.",US
162.244.32.0/22,"HOSTING-SOLUTIONS - Hosting Solution Ltd.",US
162.244.78.0/23,"NODESERV - NodeServ, LLC",US
162.245.216.0/21,"HOSTUS-SOLUTIONS-LLC - HostUS",US
162.252.56.0/22,"NETROUTING-AS Netrouting",NL
162.253.144.0/21,"SOFTLAYER - SoftLayer Technologies Inc.",US
162.254.144.0/21,"HVC-AS - HIVELOCITY VENTURES CORP",US
162.254.160.0/21,"SOFTLAYER - SoftLayer Technologies Inc.",US
162.254.24.0/22,"PROFITBRICKS-USA - ProfitBricks, Inc.",US
163.177.0.0/16,"CHINA169-GZ China Unicom IP network China169 Guangdong province",CN
166.149.128.0/18,"CELLCO - Cellco Partnership DBA Verizon Wireless",US
166.157.128.0/17,"CELLCO - Cellco Partnership DBA Verizon Wireless",US
166.62.0.0/17,"AS-26496-GO-DADDY-COM-LLC - GoDaddy.com, LLC",US
166.62.96.0/20,"AS-26496-GO-DADDY-COM-LLC - GoDaddy.com, LLC",US
166.70.0.0/16,"XMISSION - XMission, L.C.",US
166.78.0.0/18,"RMH-14 - Rackspace Hosting",US
166.78.128.0/18,"RMH-14 - Rackspace Hosting",US
166.78.192.0/18,"RACKSPACE - Rackspace Hosting",US
167.114.0.0/16,"OVH OVH SAS",FR
167.160.160.0/20,"CRISSIC - QuadraNet, Inc",US
167.160.96.0/19,"CONTINA - Contina",US
167.206.0.0/16,"CABLE-NET-1 - Cablevision Systems Corp.",US
167.56.192.0/20,"Administracion Nacional de Telecomunicaciones",UY
167.58.96.0/20,"Administracion Nacional de Telecomunicaciones",UY
167.88.32.0/20,"COLOWAREHOUSEONTARIO - 2267921 ONTARIO LTD",CA
168.1.0.0/16,"SOFTLAYER - SoftLayer Technologies Inc.",US
168.1.69.0/28,"SOFTLAYER - SoftLayer Technologies Inc.",US
168.1.99.192/26,"SOFTLAYER - SoftLayer Technologies Inc.",US
168.144.5.0/24,"SOFTCOMCA - Softcom Technology Consulting Inc.",CA
168.61.0.0/16,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation",US
168.62.0.0/15,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation",US
168.93.64.0/18,"FIRSTCOMM-AS2 - First Communications LLC",US
169.229.0.0/16,"UCB - University of California at Berkeley",US
169.255.236.0/24,NO_N,ZZ
169.57.0.0/17,"SOFTLAYER - SoftLayer Technologies Inc.",US
171.25.193.0/24,NO_N,ZZ
171.6.128.0/17,"JASTEL-NETWORK-TH-AP JasTel Network International Gateway",TH
171.8.0.0/15,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
171.96.167.0/24,"TRUE-AS-AP True Internet Co.,Ltd.",TH
171.96.171.0/24,"TRUE-AS-AP True Internet Co.,Ltd.",TH
172.245.0.0/16,"AS-COLOCROSSING - ColoCrossing",US
172.245.224.0/20,"AS-COLOCROSSING - ColoCrossing",US
172.246.64.0/19,"ENZUINC-US - Enzu Inc",US
172.81.160.0/20,"US-TELEPACIFIC - Telepacific Communications",US
172.98.67.0/24,"TOTAL-SERVER-SOLUTIONS - Total Server Solutions L.L.C.",US
173.0.48.0/20,"VIRPUS - DNSSLAVE.COM",US
173.0.51.0/24,"WOW - Wowrack.com",US
173.165.160.0/19,"COMCAST-7922 - Comcast Cable Communications, Inc.",US
173.18.252.0/22,"MEDIACOM-ENTERPRISE-BUSINESS - Mediacom Communications Corp",US
173.192.0.0/15,"SOFTLAYER - SoftLayer Technologies Inc.",US
173.192.0.0/18,"SOFTLAYER - SoftLayer Technologies Inc.",US
173.192.128.0/18,"SOFTLAYER - SoftLayer Technologies Inc.",US
173.193.64.0/18,"SOFTLAYER - SoftLayer Technologies Inc.",US
173.199.124.0/22,"AS-CHOOPA - Choopa, LLC",US
173.199.64.0/18,"AS-CHOOPA - Choopa, LLC",US
173.201.0.0/22,"AS-26496-GO-DADDY-COM-LLC - GoDaddy.com, LLC",US
173.201.196.0/22,"AS-26496-GO-DADDY-COM-LLC - GoDaddy.com, LLC",US
173.205.192.0/18,"INFORELAY - InfoRelay Online Systems, Inc.",US
173.208.128.0/17,"WII-KC - WholeSale Internet, Inc.",US
173.208.88.0/22,"NOBIS-TECH - Nobis Technology Group, LLC",US
173.209.212.0/24,"AS25934 - Syniverse Technologies, LLC",US
173.210.128.0/17,"BARR-XPLR-ASN - Xplornet Communications Inc.",CA
173.214.176.0/21,"RACK59 - RACK59 Partners, LLC",US
173.216.0.0/16,"SUDDENLINK-COMMUNICATIONS - Suddenlink Communications",US
173.224.124.125/32,"SERVER4YOU - Hosting Solutions International, Inc.",US
173.225.176.0/20,"ROUTE-256 - ManagedWay",US
173.227.96.0/20,"TWTC - tw telecom holdings, inc.",US
173.236.0.0/17,"SINGLEHOP-INC - SingleHop",US
173.236.128.0/17,"DREAMHOST-AS - New Dream Network, LLC",US
173.239.0.0/18,"WEBAIR-INTERNET - Webair Internet Development Company Inc.",US
173.242.113.0/24,"VOLUMEDRIVE - VolumeDrive",US
173.247.224.0/19,"NETRANGE - Corporate Colocation Inc.",US
173.248.128.0/18,"WEHOSTWEBSITES-COM - Handy Networks, LLC",US
173.252.192.0/18,"TAKE2 - Take 2 Hosting, Inc.",US
173.254.0.0/17,"UNIFIEDLAYER-AS-1 - Unified Layer",US
173.254.192.0/18,"ASN-QUADRANET-GLOBAL - QuadraNet, Inc",US
173.254.200.0/22,"ASN-QUADRANET-GLOBAL - QuadraNet, Inc",US
173.255.208.0/20,"HURRICANE - Hurricane Electric, Inc.",US
173.45.71.152/29,"ENET-2 - eNET Inc.",US
173.46.80.0/20,"ABOVENET - Abovenet Communications, Inc",US
173.59.64.0/18,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business",US
173.65.0.0/16,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business",US
173.8.0.0/13,"COMCAST-7922 - Comcast Cable Communications, Inc.",US
174.102.128.0/17,"SCRR-10796 - Time Warner Cable Internet LLC",US
174.120.0.0/14,"THEPLANET-AS - SoftLayer Technologies Inc.",US
174.122.184.0/21,"SOFTLAYER - SoftLayer Technologies Inc.",US
174.129.0.0/16,"AMAZON-AES - Amazon.com, Inc.",US
174.136.48.0/20,"COLO4-CO - Colo4, LLC",US
174.137.128.0/18,"WEBAIR-INTERNET - Webair Internet Development Company Inc.",US
174.139.0.0/16,"VPLSNET - Krypt Technologies",US
174.139.132.0/24,"VPLSNET - Krypt Technologies",US
174.139.29.0/24,"VPLSNET - Krypt Technologies",US
174.139.67.0/24,"VPLSNET - Krypt Technologies",US
174.36.0.0/18,"SOFTLAYER - SoftLayer Technologies Inc.",US
174.48.0.0/12,"COMCAST-7922 - Comcast Cable Communications, Inc.",US
174.75.64.0/22,"ASN-CXA-ALL-CCI-22773-RDC - Cox Communications Inc.",US
175.101.48.0/24,"EXCELL-AS Excellmedia",IN
175.111.89.0/24,"PPTIK-UGM-AS-ID PPTIK - UNIVERSITAS GADJAH MADA",ID
175.140.0.0/24,"TMNET-AS-AP TM Net, Internet Service Provider",MY
175.184.0.0/17,"INFOWEB FUJITSU LIMITED",JP
175.224.0.0/12,"KIXS-AS-KR Korea Telecom",KR
175.42.0.0/15,"CHINA169-BACKBONE CNCGROUP China169 Backbone",CN
175.44.0.0/16,"CHINA169-BACKBONE CNCGROUP China169 Backbone",CN
176.10.104.0/24,"AS-SOFTPLUS SOFTplus Entwicklungen GmbH",CH
176.10.96.0/19,"AS-SOFTPLUS SOFTplus Entwicklungen GmbH",CH
176.10.99.192/27,"AS-SOFTPLUS SOFTplus Entwicklungen GmbH",CH
176.102.23.0/24,NO_N,ZZ
176.102.32.0/19,"DATAGROUP PRIVATE JOINT STOCK COMPANY _DATAGROUP_",UA
176.106.144.0/20,"MKNET-AS BUKO LTD",CZ
176.108.0.0/19,"KADRTV-AS Cadr-TV LLE TVRC",CZ
176.111.128.0/19,NO_N,ZZ
176.115.32.0/19,"LINK-AS Link Ltd.",RU
176.116.240.0/20,"AICONET-AS Aiconet Ltd.",RU
176.123.0.0/19,NO_N,ZZ
176.124.0.0/19,"DIDAN-AS Didan Group LTD",UA
176.126.200.0/22,"CHML-AS CHML Web Services SRL",RO
176.126.252.0/22,"ALISTAR-AS ALISTAR SECURITY SRL",RO
176.14.0.0/15,"CORBINA-AS OJSC _Vimpelcom_",RU
176.194.0.0/15,"TI-AS Net By Net Holding LLC",RU
176.199.0.0/16,"LGI-UPC Liberty Global Operations B.V.",AT
176.209.192.0/18,"ROSTELECOM-AS PJSC Rostelecom",RU
176.214.64.0/19,"YAR-AS JSC _ER-Telecom Holding_",RU
176.215.128.0/19,"KURGAN-AS JSC _ER-Telecom Holding_",RU
176.215.96.0/19,"KRSK-AS JSC _ER-Telecom Holding_",RU
176.223.120.0/21,"WEBFACTOR-AS Webfactor SRL",RO
176.227.170.0/23,"INET-AS BT Italia S.p.A.",IT
176.231.0.0/16,"PARTNER-AS Partner Communications Ltd.",IL
176.232.0.0/15,"TELLCOM-AS TELLCOM ILETISIM HIZMETLERI A.S.",TR
176.241.92.0/24,"HAYAT-ISP-ASN Hayat for Internet & communication LLC",IQ
176.28.0.0/18,"HOSTEUROPE-AS Host Europe GmbH",DE
176.31.0.0/16,"OVH OVH SAS",FR
176.32.224.0/21,"AS20738 Webfusion Internet Solutions",GB
176.34.192.0/18,"AMAZON-02 - Amazon.com, Inc.",US
176.34.64.0/18,"AMAZON-02 - Amazon.com, Inc.",US
176.44.0.0/15,"SAUDINETSTC-AS Saudi Telecom Company JSC",SA
176.51.0.0/16,"SIBIRTELECOM-AS PJSC Rostelecom",RU
176.53.21.0/24,"RADORE Radore Veri Merkezi Hizmetleri A.S.",TR
176.53.51.0/24,"RADORE Radore Veri Merkezi Hizmetleri A.S.",TR
176.56.56.0/21,"NETCONNEX NetConnex Broadband Ltd.",GB
176.60.44.0/22,"MTSBY-AS Mobile TeleSystems JLLC",BY
