cidr	origin	asname	country
107.167.30.0/24	46844	Sharktech	US
107.167.31.0/24	46844	Sharktech	US
107.167.4.0/24	46844	Sharktech	US
107.167.5.0/24	46844	Sharktech	US
107.167.6.0/24	46844	Sharktech	US
107.167.7.0/24	46844	Sharktech	US
107.167.8.0/24	46844	Sharktech	US
107.167.9.0/24	46844	Sharktech	US
107.168.204.0/24	47447	"23Media GmbH"	US
107.168.32.0/24	36351	"SoftLayer Technologies Inc."	AU
107.170.0.0/16	62567	"Digital Ocean, Inc."	US
107.170.0.0/17	62567	"Digital Ocean, Inc."	US
107.170.128.0/19	62567	"Digital Ocean, Inc."	US
107.170.160.0/19	62567	"Digital Ocean, Inc."	US
107.170.192.0/18	14061	"Digital Ocean, Inc."	US
107.172.0.0/14	36352	ColoCrossing	US
107.172.0.0/20	36352	ColoCrossing	US
107.172.128.0/21	36352	ColoCrossing	US
107.172.136.0/24	16628	DedFiberCo	US
107.172.137.0/24	16628	DedFiberCo	US
107.172.138.0/23	36352	ColoCrossing	US
107.172.140.0/22	36352	ColoCrossing	US
107.172.156.0/24	16628	DedFiberCo	US
107.172.157.0/24	16628	DedFiberCo	US
107.172.158.0/23	36352	ColoCrossing	US
107.172.16.0/23	36352	ColoCrossing	US
107.172.160.0/19	36352	ColoCrossing	US
107.172.18.0/23	36352	ColoCrossing	US
107.172.192.0/19	36352	ColoCrossing	US
107.172.20.0/22	36352	ColoCrossing	US
107.172.224.0/20	36352	ColoCrossing	US
107.172.24.0/21	36352	ColoCrossing	US
107.172.24.0/22	36352	ColoCrossing	US
107.172.240.0/21	36352	ColoCrossing	US
107.172.248.0/21	36352	ColoCrossing	US
107.172.28.0/23	36352	ColoCrossing	US
107.172.32.0/21	36352	ColoCrossing	US
107.172.40.0/22	36352	ColoCrossing	US
107.172.44.0/22	36352	ColoCrossing	US
107.172.48.0/23	36352	ColoCrossing	US
107.172.50.0/23	36352	ColoCrossing	US
107.172.52.0/22	36352	ColoCrossing	US
107.172.56.0/21	36352	ColoCrossing	US
107.172.64.0/18	36352	ColoCrossing	US
107.173.0.0/16	36352	ColoCrossing	US
107.174.0.0/16	36352	ColoCrossing	US
107.175.0.0/16	36352	ColoCrossing	US
107.176.0.0/15	6461	"Abovenet Communications, Inc"	US
107.180.0.0/17	26496	"GoDaddy.com, LLC"	US
107.180.0.0/18	26496	"GoDaddy.com, LLC"	US
107.180.36.0/24	26496	"GoDaddy.com, LLC"	US
107.180.44.0/24	26496	"GoDaddy.com, LLC"	US
107.180.51.0/24	26496	"GoDaddy.com, LLC"	US
107.180.64.0/19	26496	"GoDaddy.com, LLC"	US
107.181.128.0/24	58940	"Exigent Enterprise Pty Ltd."	AU
107.181.130.0/24	46261	"QuickPacket, LLC"	US
107.181.131.0/24	42831	"UK Dedicated Servers Limited"	GB
107.181.160.0/19	46562	"Total Server Solutions L.L.C."	US
107.181.160.0/24	46562	"Total Server Solutions L.L.C."	US
107.182.16.0/20	46664	VolumeDrive	US
107.190.128.0/20	33182	"HostDime.com, Inc."	US
107.190.133.0/24	33182	"HostDime.com, Inc."	US
107.190.134.0/24	33182	"HostDime.com, Inc."	US
107.190.160.0/20	20360	OppoBox	US
107.191.176.0/22	32748	"Steadfast Networks"	US
107.191.32.0/21	20473	"Choopa, LLC"	US
107.191.33.0/28	20473	"Choopa, LLC"	US
107.191.48.0/22	20473	"Choopa, LLC"	US
107.191.54.0/23	20473	"Choopa, LLC"	US
107.191.58.0/23	20473	"Choopa, LLC"	US
107.20.0.0/14	14618	"Amazon.com, Inc."	US
107.20.0.0/16	14618	"Amazon.com, Inc."	US
107.21.0.0/18	14618	"Amazon.com, Inc."	US
107.21.128.0/17	14618	"Amazon.com, Inc."	US
107.21.64.0/18	14618	"Amazon.com, Inc."	US
107.22.0.0/16	14618	"Amazon.com, Inc."	US
107.23.0.0/17	14618	"Amazon.com, Inc."	US
107.23.128.0/17	14618	"Amazon.com, Inc."	US
107.4.0.0/15	7922	"Comcast Cable Communications, Inc."	US
107.6.0.0/21	13768	"Peer 1 Network (USA) Inc."	US
107.6.128.0/18	32475	"SingleHop, Inc."	US
107.6.16.0/22	13768	"Peer 1 Network (USA) Inc."	AR
107.6.20.0/22	13768	"Peer 1 Network (USA) Inc."	CA
107.6.24.0/21	13768	"Peer 1 Network (USA) Inc."	US
107.6.34.0/24	13768	"Peer 1 Network (USA) Inc."	CA
107.6.36.0/22	13768	"Peer 1 Network (USA) Inc."	US
107.6.40.0/22	13768	"Peer 1 Network (USA) Inc."	US
107.6.44.0/22	13768	"Peer 1 Network (USA) Inc."	US
107.6.48.0/22	13768	"Peer 1 Network (USA) Inc."	US
107.6.52.0/22	13768	"Peer 1 Network (USA) Inc."	US
107.6.56.0/22	13768	"Peer 1 Network (USA) Inc."	CA
107.6.60.0/22	13768	"Peer 1 Network (USA) Inc."	US
107.6.8.0/21	13768	"Peer 1 Network (USA) Inc."	IN
108.163.192.0/18	32475	"SingleHop, Inc."	US
108.163.200.0/24	32475	"SingleHop, Inc."	US
108.166.0.0/18	19994	"Rackspace Hosting"	US
108.166.160.0/19	13354	"EBL Global Networks, Inc."	US
108.166.191.0/24	13354	"EBL Global Networks, Inc."	US
108.166.64.0/20	33070	"Rackspace Hosting"	US
108.166.80.0/20	33070	"Rackspace Hosting"	US
108.166.96.0/19	19994	"Rackspace Hosting"	US
108.167.128.0/22	20013	"CyrusOne LLC"	US
108.167.132.0/22	20013	"CyrusOne LLC"	US
108.167.136.0/22	20013	"CyrusOne LLC"	US
108.167.140.0/22	20013	"CyrusOne LLC"	US
108.167.160.0/23	20013	"CyrusOne LLC"	US
108.167.162.0/24	36351	"SoftLayer Technologies Inc."	US
108.167.163.0/24	20013	"CyrusOne LLC"	US
108.167.164.0/22	20013	"CyrusOne LLC"	US
108.167.168.0/22	20013	"CyrusOne LLC"	US
108.167.172.0/22	20013	"CyrusOne LLC"	US
108.167.176.0/22	20013	"CyrusOne LLC"	US
108.167.180.0/22	20013	"CyrusOne LLC"	US
108.167.184.0/22	20013	"CyrusOne LLC"	US
108.167.188.0/22	20013	"CyrusOne LLC"	US
108.168.128.0/19	36351	"SoftLayer Technologies Inc."	US
108.171.104.0/21	54203	Reliablehosting.com	US
108.171.160.0/20	19994	"Rackspace Hosting"	US
108.171.176.0/20	33070	"Rackspace Hosting"	US
108.171.192.0/19	18450	"WebNX, Inc."	US
108.171.240.0/20	40676	"Psychz Networks"	US
108.171.244.0/24	40676	"Psychz Networks"	US
108.174.144.0/21	36351	"SoftLayer Technologies Inc."	US
108.174.153.0/24	13768	"Peer 1 Network (USA) Inc."	US
108.174.48.0/21	36352	ColoCrossing	US
108.174.56.0/22	36352	ColoCrossing	US
108.174.60.0/24	36352	ColoCrossing	US
108.174.61.0/24	36352	ColoCrossing	US
108.174.62.0/23	36352	ColoCrossing	US
108.175.144.0/24	36351	"SoftLayer Technologies Inc."	US
108.175.145.0/24	36351	"SoftLayer Technologies Inc."	US
108.175.146.0/24	36351	"SoftLayer Technologies Inc."	US
108.175.147.0/24	36351	"SoftLayer Technologies Inc."	US
108.175.148.0/23	36351	"SoftLayer Technologies Inc."	US
108.175.150.0/24	36351	"SoftLayer Technologies Inc."	US
108.175.151.0/24	36351	"SoftLayer Technologies Inc."	US
108.175.152.0/24	36351	"SoftLayer Technologies Inc."	US
108.175.153.0/24	36351	"SoftLayer Technologies Inc."	US
108.175.154.0/24	36351	"SoftLayer Technologies Inc."	US
108.175.155.0/24	20013	"CyrusOne LLC"	US
108.175.156.0/24	36351	"SoftLayer Technologies Inc."	US
108.175.157.0/24	36351	"SoftLayer Technologies Inc."	US
108.175.158.0/23	36351	"SoftLayer Technologies Inc."	US
108.175.160.0/20	55081	"24SHELLS - 24 SHELLS"	US
108.179.192.0/22	20013	"CyrusOne LLC"	US
108.179.196.0/22	20013	"CyrusOne LLC"	US
108.179.200.0/22	20013	"CyrusOne LLC"	US
108.179.204.0/22	20013	"CyrusOne LLC"	US
108.179.224.0/22	20013	"CyrusOne LLC"	US
108.179.228.0/22	20013	"CyrusOne LLC"	US
108.179.232.0/22	20013	"CyrusOne LLC"	US
108.179.236.0/22	20013	"CyrusOne LLC"	US
108.179.248.0/22	20013	"CyrusOne LLC"	US
108.179.252.0/22	20013	"CyrusOne LLC"	US
108.179.64.0/18	6461	"Abovenet Communications, Inc"	US
108.186.192.0/18	54600	"PEG TECH INC"	US
108.19.0.0/16	701	"MCI Communications Services, Inc. d/b/a Verizon Business"	US
108.192.0.0/10	7018	"AT&T Services, Inc."	US
108.5.0.0/16	701	"MCI Communications Services, Inc. d/b/a Verizon Business"	US
108.58.0.0/16	6128	"Cablevision Systems Corp."	US
108.59.0.0/20	30633	"Leaseweb USA, Inc."	US
108.59.240.0/20	6983	"Earthlink, Inc."	US
108.60.192.0/19	13354	"EBL Global Networks, Inc."	US
108.60.193.0/24	13354	"EBL Global Networks, Inc."	US
108.60.199.0/24	13354	"EBL Global Networks, Inc."	US
108.60.208.0/24	13354	"EBL Global Networks, Inc."	US
108.60.211.0/24	13354	"EBL Global Networks, Inc."	US
108.60.215.0/24	13354	"EBL Global Networks, Inc."	US
108.60.220.0/24	13354	"EBL Global Networks, Inc."	US
108.61.0.0/16	20473	"Choopa, LLC"	US
108.61.0.0/18	20473	"Choopa, LLC"	US
108.61.0.0/19	20473	"Choopa, LLC"	US
108.61.100.0/24	20473	"Choopa, LLC"	US
108.61.101.0/24	20473	"Choopa, LLC"	US
108.61.102.0/24	49367	"Seflow S.N.C. Di Marco Brame' & C."	US
108.61.104.0/24	20473	"Choopa, LLC"	US
108.61.106.0/24	20473	"Choopa, LLC"	DK
108.61.107.0/24	20473	"Choopa, LLC"	PL
108.61.108.0/22	20473	"Choopa, LLC"	US
108.61.112.0/23	20473	"Choopa, LLC"	DE
108.61.114.0/24	20473	"Choopa, LLC"	US
108.61.115.0/24	20473	"Choopa, LLC"	US
108.61.116.0/24	20473	"Choopa, LLC"	GB
108.61.118.0/24	20473	"Choopa, LLC"	CA
108.61.120.0/24	20473	"Choopa, LLC"	US
108.61.121.0/24	20473	"Choopa, LLC"	US
108.61.122.0/23	20473	"Choopa, LLC"	FR
108.61.122.0/24	20473	"Choopa, LLC"	FR
108.61.124.0/24	20473	"Choopa, LLC"	US
108.61.125.0/24	20473	"Choopa, LLC"	US
108.61.126.0/23	20473	"Choopa, LLC"	JP
108.61.128.0/19	20473	"Choopa, LLC"	US
108.61.164.0/22	20473	"Choopa, LLC"	NL
108.61.172.0/22	20473	"Choopa, LLC"	GB
108.61.180.0/22	20473	"Choopa, LLC"	JP
108.61.216.0/22	20473	"Choopa, LLC"	US
108.61.226.0/24	20473	"Choopa, LLC"	US
108.61.227.0/24	20473	"Choopa, LLC"	AU
108.61.228.0/23	20473	"Choopa, LLC"	US
108.61.230.0/24	20473	"Choopa, LLC"	GB
108.61.231.0/24	20473	"Choopa, LLC"	CA
108.61.232.0/24	20473	"Choopa, LLC"	US
108.61.233.0/24	20473	"Choopa, LLC"	US
108.61.234.0/24	20473	"Choopa, LLC"	US
108.61.235.0/24	20473	"Choopa, LLC"	US
108.61.236.0/24	20473	"Choopa, LLC"	US
108.61.237.0/24	20473	"Choopa, LLC"	FR
108.61.238.0/24	20473	"Choopa, LLC"	US
108.61.239.0/24	20473	"Choopa, LLC"	US
108.61.240.0/24	20473	"Choopa, LLC"	US
108.61.245.0/24	20473	"Choopa, LLC"	US
108.61.253.0/24	20473	"Choopa, LLC"	NL
108.61.254.0/23	20473	"Choopa, LLC"	NL
108.61.255.0/24	20473	"Choopa, LLC"	NL
108.61.32.0/22	20473	"Choopa, LLC"	US
108.61.64.0/19	20473	"Choopa, LLC"	US
108.61.97.0/24	20473	"Choopa, LLC"	ES
108.61.98.0/23	20473	"Choopa, LLC"	NL
109.0.0.0/11	15557	"Societe Francaise du Radiotelephone S.A"	FR
109.104.78.0/23	20738	"123 REG LIMITED"	GB
109.104.96.0/19	25577	"Connexions4London Ltd"	GB
109.110.64.0/19	35816	"Lancom Ltd."	UA
109.120.128.0/18	30968	"ZAO National Telecommunications"	RU
109.120.169.0/24	30968	"ZAO National Telecommunications"	RU
109.120.175.0/24	60781	"LeaseWeb Netherlands B.V."	RU
109.120.176.0/24	60781	"LeaseWeb Netherlands B.V."	RU
109.120.180.0/22	60781	"LeaseWeb Netherlands B.V."	NL
109.123.192.0/18	15685	"Casablanca INT"	CZ
109.123.64.0/18	13213	"UK2 - Ltd"	GB
109.127.72.0/21	21277	"Newroz Telecom Ltd. AS Number"	IQ
109.128.0.0/14	5432	"Proximus NV"	BE
109.144.0.0/12	2856	"British Telecommunications PLC"	GB
109.161.60.0/22	13118	"PJSC Rostelecom"	RU
109.162.0.0/17	15895	"Kyivstar PJSC"	UA
109.162.0.0/18	15895	"Kyivstar PJSC"	UA
109.163.224.0/24	3223	"Voxility S.R.L."	RO
109.163.225.0/24	3223	"Voxility S.R.L."	RO
109.163.226.0/23	3223	"Voxility S.R.L."	RO
109.163.228.0/24	3223	"Voxility S.R.L."	RO
109.163.229.0/24	3223	"Voxility S.R.L."	RO
109.163.230.0/23	3223	"Voxility S.R.L."	RO
109.163.232.0/24	3223	"Voxility S.R.L."	RO
109.163.233.0/24	3223	"Voxility S.R.L."	RO
109.163.234.0/23	3223	"Voxility S.R.L."	RO
109.163.234.0/28	3223	"Voxility S.R.L."	RO
109.163.236.0/22	3223	"Voxility S.R.L."	RO
109.166.128.0/17	8953	"Orange Romania S.A."	RO
109.171.64.0/18	21127	"JSC Zap-Sib TransTeleCom, Novosibirsk"	RU
109.175.96.0/21	9146	"BH Telecom d.d. Sarajevo"	BA
109.190.0.0/16	35540	"OVH SAS"	FR
109.199.117.0/24	36351	"SoftLayer Technologies Inc."	US
109.199.119.0/24	36351	"SoftLayer Technologies Inc."	US
109.199.122.0/24	36351	"SoftLayer Technologies Inc."	US
109.199.125.0/24	32475	"SingleHop, Inc."	US
109.199.126.0/24	36351	"SoftLayer Technologies Inc."	US
109.199.127.0/24	32475	"SingleHop, Inc."	US
109.199.96.0/20	32475	"SingleHop, Inc."	US
109.200.224.0/19	34661	"TOV TRK Briz"	UA
109.201.128.0/19	43350	"NFOrce Entertainment BV"	NL
109.203.96.0/19	29550	"Simply Transit Ltd"	GB
109.205.176.0/21	12586	"GHOSTnet GmbH"	DE
109.215.0.0/16	3215	"Orange S.A."	FR
109.227.64.0/19	25133	"LLC McLaut-Invest"	UA
109.230.238.0/24	197071	"Dennis Rainer Warnholz trading as active-servers.com"	DE
109.234.39.0/24	35415	"Webzilla B.V."	RU
109.235.56.0/21	25504	"Vautron Rechenzentrum AG"	DE
109.236.80.0/20	49981	WorldStream	NL
109.236.80.0/24	49981	WorldStream	NL
109.236.81.0/24	49981	WorldStream	NL
109.236.82.0/24	49981	WorldStream	NL
109.236.83.0/24	49981	WorldStream	NL
109.236.84.0/24	49981	WorldStream	NL
109.236.85.0/24	49981	WorldStream	NL
109.236.86.0/24	49981	WorldStream	NL
109.236.87.0/24	49981	WorldStream	NL
109.236.88.0/24	49981	WorldStream	NL
109.236.89.0/24	49981	WorldStream	NL
109.236.90.0/24	49981	WorldStream	NL
109.236.91.0/24	49981	WorldStream	NL
109.236.92.0/24	49981	WorldStream	NL
109.236.93.0/24	49981	WorldStream	NL
109.236.94.0/24	49981	WorldStream	NL
109.237.128.0/20	16097	"HL komm Telekommunikations GmbH"	DE
109.237.24.0/22	15830	"TELECITYGROUP INTERNATIONAL LIMITED"	GB
109.239.48.0/20	34011	"domainfactory GmbH"	DE
109.246.0.0/16	25178	"Keycom PLC"	GB
109.252.0.0/16	25513	"OJS Moscow city telephone network"	RU
109.52.0.0/15	16232	"TELECOM ITALIA SPA"	IT
109.62.128.0/17	29456	"PJSC Rostelecom"	RU
109.70.0.0/21	60781	"LeaseWeb Netherlands B.V."	NL
109.70.10.0/23	60781	"LeaseWeb Netherlands B.V."	NL
109.70.12.0/22	60781	"LeaseWeb Netherlands B.V."	NL
109.70.9.0/24	60781	"LeaseWeb Netherlands B.V."	NL
109.73.160.0/24	33182	"HostDime.com, Inc."	GB
109.73.161.0/24	33182	"HostDime.com, Inc."	IN
109.73.162.0/24	33182	"HostDime.com, Inc."	GB
109.73.163.0/24	33182	"HostDime.com, Inc."	GB
109.73.164.0/24	33182	"HostDime.com, Inc."	IN
109.73.165.0/24	33182	"HostDime.com, Inc."	GB
109.73.166.0/24	33182	"HostDime.com, Inc."	IN
109.73.167.0/24	33182	"HostDime.com, Inc."	GB
109.73.168.0/24	33182	"HostDime.com, Inc."	GB
109.73.169.0/24	33182	"HostDime.com, Inc."	GB
109.73.170.0/24	33182	"HostDime.com, Inc."	GB
109.73.171.0/24	33182	"HostDime.com, Inc."	GB
109.73.172.0/24	33182	"HostDime.com, Inc."	GB
109.73.173.0/24	33182	"HostDime.com, Inc."	IN
109.73.174.0/24	33182	"HostDime.com, Inc."	NL
109.73.175.0/24	33182	"HostDime.com, Inc."	GB
109.73.228.0/24	36351	"SoftLayer Technologies Inc."	US
109.73.230.0/24	32475	"SingleHop, Inc."	US
109.73.231.0/24	32475	"SingleHop, Inc."	US
109.73.232.0/24	32475	"SingleHop, Inc."	US
109.73.234.0/24	36351	"SoftLayer Technologies Inc."	US
109.73.235.0/24	32475	"SingleHop, Inc."	US
109.73.236.0/24	32475	"SingleHop, Inc."	US
109.73.238.0/24	32475	"SingleHop, Inc."	US
109.73.239.0/24	32475	"SingleHop, Inc."	US
109.73.73.48/29	35662	"Redstation Limited"	GB
109.74.192.0/20	15830	"TELECITYGROUP INTERNATIONAL LIMITED"	GB
109.74.250.0/24	50300	"Custodian Ltd."	GB
109.75.167.102/32	20860	Iomart	GB
109.86.15.0/24	13188	"CONTENT DELIVERY NETWORK LTD"	UA
109.87.138.0/24	13188	"CONTENT DELIVERY NETWORK LTD"	UA
109.87.144.0/24	13188	"CONTENT DELIVERY NETWORK LTD"	UA
109.98.0.0/16	9050	"TELEKOM ROMANIA COMMUNICATION S.A"	RO
110.137.112.0/20	17974	"PT Telekomunikasi Indonesia"	ID
110.137.128.0/20	17974	"PT Telekomunikasi Indonesia"	ID
110.137.144.0/21	17974	"PT Telekomunikasi Indonesia"	ID
110.159.120.0/22	4788	"TM Net, Internet Service Provider"	MY
110.164.0.0/17	45758	"TripleT Internet Internet service provider Bangkok"	TH
110.170.128.0/17	7470	"TRUE INTERNET Co.,Ltd."	TH
110.171.128.0/17	17552	"True Internet Co.,Ltd."	TH
110.32.224.0/19	4804	"Microplex PTY LTD"	AU
110.34.168.0/21	35908	"Krypt Technologies"	TH
110.54.140.0/22	45664	"Liberty Broadcasting Network Inc"	PH
110.76.144.0/24	38506	"PT Pika Media Komunika"	ID
110.78.128.0/19	131090	"CAT TELECOM Public Company Ltd,CAT"	TH
110.80.0.0/13	4134	Chinanet	CN
110.80.128.0/20	133775	Xiamen	CN
110.88.0.0/14	4134	Chinanet	CN
110.93.255.0/24			PK
111.1.128.0/19	56041	"China Mobile communications corporation"	CN
111.11.184.0/24	9808	"Guangdong Mobile Communication Co.Ltd."	CN
111.118.176.0/20	55470	"Cyber Futuristics India Pvt Ltd"	IN
111.118.212.0/24	40034	"Confluence Networks Inc"	IN
111.118.213.0/24	40034	"Confluence Networks Inc"	IN
111.118.214.0/24	40034	"Confluence Networks Inc"	IN
111.118.215.0/24	40034	"Confluence Networks Inc"	IN
111.12.0.0/17	9808	"Guangdong Mobile Communication Co.Ltd."	CN
111.13.0.0/17	9808	"Guangdong Mobile Communication Co.Ltd."	CN
111.160.0.0/13	4837	"CNCGROUP China169 Backbone"	CN
111.176.0.0/13	4134	Chinanet	CN
111.223.255.0/24	46044	"Universitas Padjadjaran"	ID
111.235.138.0/24	58621	"Vodien Internet Solutions Pte Ltd"	SG
111.246.0.0/16	3462	"Data Communication Business Group"	TW
111.253.0.0/16	3462	"Data Communication Business Group"	TW
111.68.112.0/24	45287	"Varnion Technology Semesta, PT"	ID
111.68.128.0/17			JP
111.94.64.0/19	23700	"Linknet-Fastnet ASN"	ID
112.111.0.0/16	4837	"CNCGROUP China169 Backbone"	CN
112.176.0.0/12	4766	"Korea Telecom"	KR
112.192.0.0/14	4837	"CNCGROUP China169 Backbone"	CN
112.198.77.0/24	132199	"Globe Telecom Inc."	PH
112.198.79.0/24	132199	"Globe Telecom Inc."	PH
112.199.96.0/19	24081	"SPI Technologies Inc."	PH
112.20.128.0/19	56046	"China Mobile communications corporation"	CN
112.209.160.0/19	9299	"Philippine Long Distance Telephone Company"	PH
112.210.128.0/17	9299	"Philippine Long Distance Telephone Company"	PH
112.210.160.0/19	9299	"Philippine Long Distance Telephone Company"	PH
112.210.192.0/19	9299	"Philippine Long Distance Telephone Company"	PH
112.211.0.0/19	9299	"Philippine Long Distance Telephone Company"	PH
112.72.0.0/20	10219	"SKY C&C LLC"	MN
112.74.0.0/17	37963	"Hangzhou Alibaba Advertising Co.,Ltd."	CN
112.78.0.0/20	45538	"Online data services"	VN
112.78.192.0/19	9371	"SAKURA Internet Inc."	JP
112.88.0.0/13	17816	"China Unicom IP network China169 Guangdong province"	CN
112.95.32.0/21	17623	"China Unicom Shenzen network"	CN
113.10.128.0/19	17444	"AS number for New World Telephone Ltd."	HK
113.10.148.0/24	17444	"AS number for New World Telephone Ltd."	HK
113.136.0.0/13	4134	Chinanet	CN
113.161.128.0/19	45899	"VNPT Corp"	VN
113.161.160.0/19	45899	"VNPT Corp"	VN
113.174.144.0/20	45899	"VNPT Corp"	VN
113.175.112.0/20	45899	"VNPT Corp"	VN
113.186.0.0/16	45899	"VNPT Corp"	VN
113.187.16.0/21	45899	"VNPT Corp"	VN
113.20.80.0/20	9241	"Fiji International Telecomunications Ltd"	FJ
113.21.224.0/22	24466	hd.net.nz	NZ
113.64.0.0/11	4134	Chinanet	CN
113.96.0.0/12	4134	Chinanet	CN
114.121.128.0/22	23693	"PT. Telekomunikasi Selular"	ID
114.240.0.0/12	4808	"CNCGROUP IP network China169 Beijing Province Network"	CN
114.26.0.0/16	3462	"Data Communication Business Group"	TW
114.32.0.0/12	3462	"Data Communication Business Group"	TW
115.112.0.0/13	4755	"TATA Communications formerly VSNL is Leading ISP"	IN
115.124.125.0/24	45815	"ESDS Software Solution Pvt. Ltd."	IN
115.132.0.0/14	4788	"TM Net, Internet Service Provider"	MY
115.133.0.0/16	4788	"TM Net, Internet Service Provider"	MY
115.144.166.0/24	4766	"Korea Telecom"	KR
115.159.64.0/23	45090	"Shenzhen Tencent Computer Systems Company Limited"	CN
115.159.86.0/23	45090	"Shenzhen Tencent Computer Systems Company Limited"	CN
115.159.90.0/23	45090	"Shenzhen Tencent Computer Systems Company Limited"	CN
115.161.128.0/21	38103	"Kwangjinsongdong Cable Television Co,. Ltd."	KR
115.187.32.0/19	23860	"Alliance Broadband Services Pvt. Ltd."	IN
115.224.0.0/12	4134	Chinanet	CN
115.29.0.0/16	37963	"Hangzhou Alibaba Advertising Co.,Ltd."	CN
115.47.0.0/16	4808	"CNCGROUP IP network China169 Beijing Province Network"	CN
115.64.182.0/23	7545	"TPG Telecom Limited"	AU
115.74.0.0/15	7552	"Viettel Corporation"	VN
115.77.0.0/20	7552	"Viettel Corporation"	VN
115.78.0.0/15	7552	"Viettel Corporation"	VN
115.88.0.0/13	3786	"LG DACOM Corporation"	KR
115.99.0.0/21	17488	"Hathway IP Over Cable Internet"	IN
116.0.16.0/21	9280	"Bucan Holdings Pty Ltd"	AU
116.112.0.0/14	4837	"CNCGROUP China169 Backbone"	CN
116.16.0.0/12	4134	Chinanet	CN
116.193.159.32/27	55536	"PACSWITCH GLOBAL IP NETWORK"	HK
116.202.96.0/19	131222	"334,Udyog Vihar"	IN
116.226.96.0/19	4812	"China Telecom (Group)"	CN
116.49.32.0/19	4760	"PCCW Limited"	HK
116.8.0.0/14	4809	"China Telecom Next Generation Carrier Network"	CN
116.96.0.0/12	24086	"Viettel Corporation"	VN
116.98.128.0/20	24086	"Viettel Corporation"	VN
117.128.0.0/10	9808	"Guangdong Mobile Communication Co.Ltd."	CN
117.135.240.0/20	9808	"Guangdong Mobile Communication Co.Ltd."	CN
117.16.244.0/24	23570	"UNIVERSITY OF INCHEON"	KR
117.166.0.0/16	9808	"Guangdong Mobile Communication Co.Ltd."	CN
117.169.0.0/17	9808	"Guangdong Mobile Communication Co.Ltd."	CN
117.177.240.0/24	9808	"Guangdong Mobile Communication Co.Ltd."	CN
117.177.243.0/24	9808	"Guangdong Mobile Communication Co.Ltd."	CN
117.193.160.0/20	9829	"National Internet Backbone"	IN
117.193.240.0/20	9829	"National Internet Backbone"	IN
117.194.0.0/20	9829	"National Internet Backbone"	IN
117.199.208.0/20	9829	"National Internet Backbone"	IN
117.201.0.0/18	9829	"National Internet Backbone"	IN
117.211.32.0/20	9829	"National Internet Backbone"	IN
117.212.0.0/20	9829	"National Internet Backbone"	IN
117.214.176.0/20	9829	"National Internet Backbone"	IN
117.215.128.0/20	9829	"National Internet Backbone"	IN
117.218.16.0/20	9829	"National Internet Backbone"	IN
117.22.0.0/15	4134	Chinanet	CN
117.239.105.128/29	9829	"National Internet Backbone"	IN
117.247.0.0/16	9829	"National Internet Backbone"	IN
117.253.208.0/20	9829	"National Internet Backbone"	IN
117.253.224.0/20	9829	"National Internet Backbone"	IN
117.253.240.0/20	9829	"National Internet Backbone"	IN
117.3.64.0/18	7552	"Viettel Corporation"	VN
117.3.64.0/20	7552	"Viettel Corporation"	VN
117.74.104.0/21	58683	"Rackspace.com Sydney"	AU
118.139.160.0/19	26496	"GoDaddy.com, LLC"	SG
118.139.160.0/22	26496	"GoDaddy.com, LLC"	SG
118.139.164.0/22	26496	"GoDaddy.com, LLC"	SG
118.139.168.0/22	26496	"GoDaddy.com, LLC"	SG
118.139.172.0/22	26496	"GoDaddy.com, LLC"	SG
118.139.176.0/22	26496	"GoDaddy.com, LLC"	SG
118.139.180.0/22	26496	"GoDaddy.com, LLC"	SG
118.139.184.0/22	26496	"GoDaddy.com, LLC"	SG
118.139.188.0/22	26496	"GoDaddy.com, LLC"	SG
118.151.0.0/17	2497	"Internet Initiative Japan Inc."	JP
118.163.0.0/16	3462	"Data Communication Business Group"	TW
118.170.0.0/16	3462	"Data Communication Business Group"	TW
118.172.168.0/24	23969	"TOT Public Company Limited"	TH
118.173.64.0/18	23969	"TOT Public Company Limited"	TH
118.175.86.0/24	23969	"TOT Public Company Limited"	TH
118.192.0.0/16	4808	"CNCGROUP IP network China169 Beijing Province Network"	CN
118.200.0.0/16	9506	"Singtel Fibre Broadband"	SG
118.211.0.0/16	4739	"Internode Pty Ltd"	AU
118.223.0.0/16	9318	"Hanaro Telecom Inc."	KR
118.233.112.0/22	9924	"Taiwan Fixed Network, Telco and Network Service Provider."	TW
118.244.224.0/19	4808	"CNCGROUP IP network China169 Beijing Province Network"	CN
